,Customer ID,Customer Name,Segment,City,Delivery,Payment,Application Experience,Website Experience,Customer_Care Service,Return/Exchange
33169,CH-0022861,Kerr Toch,Corporate,Blackrock,3,3,3,2,2,1
33170,SA-0022862,Payne Crebassa,Corporate,Cork,1,3,1,2,2,1
33171,LE-0022863,George Engle,Home Office,Port Laoise,3,2,3,1,1,2
33172,EN-0022864,Hull Sperren,Corporate,Blackrock,2,3,2,3,2,2
33173,EE-0022865,Briggs Lee,Consumer,Ros Comain,1,2,2,2,2,1
33174,ER-0022866,Terry Frazer,Corporate,Blackrock,3,1,2,3,1,2
33175,AN-0022867,Kramer O'Brian,Consumer,Kilkenny,2,1,3,2,1,3
33176,TE-0022868,Ingram Huthwaite,Consumer,Trim,3,3,3,1,2,1
33177,ON-0022869,Barron Thompson,Home Office,Clonmel,3,2,1,2,1,1
33178,NG-0022870,Townsend Hwang,Consumer,Nenagh,1,3,3,2,2,2
33179,ON-0022871,Rowe Jackson,Corporate,Naas,1,2,2,1,1,1
33180,ON-0022872,Avery Wilson,Consumer,Dun Dealgan,1,3,3,3,3,2
33181,ER-0022873,Calhoun Poirier,Consumer,Cork,1,2,1,1,2,2
33182,CH-0022874,Meyer Ducich,Home Office,WexfordLongford,2,3,1,3,3,2
33183,OV-0022875,Waller Yotov,Corporate,WexfordLongford,3,1,2,1,1,1
33184,EK-0022876,Mueller Pistek,Home Office,Waterford,1,1,3,1,2,2
33185,AY-0022877,Lowe Gannaway,Corporate,Carrick on Shannon,3,3,2,1,2,2
33186,NG-0022878,Harris Armstrong,Corporate,Kilkenny,1,3,2,2,3,3
33187,ER-0022879,Church Wener,Corporate,Blackrock,3,1,2,3,3,2
33188,LE-0022880,Brady Lonsdale,Consumer,Waterford,1,2,1,2,3,1
33189,EL-0022881,Shepherd Patel,Corporate,Swords,3,2,2,1,2,1
33190,AN-0022882,Boyd Chapman,Consumer,Nenagh,3,2,2,2,1,3
33191,RS-0022883,Maddox Watters,Consumer,Dublin,3,1,3,2,1,2
33192,TO-0022884,Estes Takahito,Consumer,Dunleary,1,2,1,1,3,3
33193,OR-0022885,Robles Pryor,Consumer,Dun Dealgan,3,3,1,1,3,3
33194,ON-0022886,Stokes Knudson,Consumer,Sligo,2,3,2,2,2,1
33195,AN-0022887,Allen Ausman,Corporate,Cork,3,2,3,1,1,2
33196,LL-0022888,Hancock O'Brill,Consumer,Dublin,1,1,2,2,2,3
33197,CY-0022889,Simon Lacy,Corporate,Naas,3,2,1,1,2,3
33198,KE-0022890,Frank Ludtke,Home Office,WexfordLongford,1,2,1,1,3,3
33199,OR-0022891,Robles Pryor,Consumer,Mullingar,1,3,2,2,3,3
33200,NI-0022892,Blanchard Vittorini,Consumer,Sligo,2,2,2,2,3,1
33201,AN-0022893,Cherry Workman,Home Office,Wicklow,3,1,2,1,2,2
33202,EL-0022894,Velasquez Staebel,Consumer,Nenagh,2,2,2,1,1,1
33203,NG-0022895,Townsend Hwang,Consumer,Ennis,2,3,3,1,2,1
33204,AM-0022896,Lucas Gillingham,Home Office,Cork,2,2,3,2,2,3
33205,RY-0022897,Randall Murry,Corporate,Dun Dealgan,3,3,2,2,3,2
33206,AM-0022898,Hawkins Coram,Consumer,Waterford,3,3,1,1,3,1
33207,IS-0022899,Harrell Preis,Home Office,Waterford,3,1,2,3,3,1
33208,AN-0022900,Sanchez Bergman,Corporate,Dublin,3,3,2,3,3,2
33209,SO-0022901,Mitchell Barroso,Corporate,Clonmel,2,2,2,3,2,2
33210,ER-0022902,Mcknight Webber,Consumer,Nenagh,3,2,1,1,3,3
33211,NA-0022903,Vasquez Dona,Consumer,Carrick on Shannon,1,3,1,1,2,1
33212,ES-0022904,Gonzalez Barnes,Consumer,Trim,1,3,1,1,1,1
33213,AK-0022905,Baxter Pak,Home Office,An Cabhan,1,3,2,3,2,2
33214,DE-0022906,Allison Meade,Corporate,Port Laoise,2,2,1,3,1,2
33215,TH-0022907,Pace Southworth,Consumer,Sligo,2,3,2,1,2,2
33216,CE-0022908,Kane Wallace,Home Office,Swords,1,2,1,1,1,3
33217,ER-0022909,Rich Ratner,Consumer,Sligo,2,1,1,2,3,3
33218,SE-0022910,Willis Crouse,Home Office,Waterford,3,1,3,1,2,2
33219,AS-0022911,Fernandez Elias,Corporate,Blackrock,3,1,1,2,2,3
33220,KS-0022912,Hubbard Hendricks,Consumer,Tallaght,1,3,3,1,2,1
33221,TH-0022913,Gentry Smith,Consumer,Naas,2,2,1,1,3,1
33222,WN-0022914,Foster Brown,Corporate,Sligo,2,3,2,2,3,3
33223,ER-0022915,Hardy Greer,Corporate,Limerick,2,3,1,3,2,3
33224,EN-0022916,Ramsey Hansen,Consumer,Carrick on Shannon,3,1,1,2,1,1
33225,EE-0022917,Norton Magee,Corporate,Waterford,1,1,3,2,1,3
33226,OR-0022918,Robles Pryor,Consumer,Tralee,3,2,2,3,1,2
33227,ON-0022919,Matthews Creighton,Corporate,Cork,1,1,3,2,2,1
33228,NZ-0022920,Byrd Franz,Consumer,An Cabhan,2,1,2,2,1,3
33229,EZ-0022921,Mccormick Lopez,Consumer,Kilkenny,1,3,3,1,2,2
33230,AN-0022922,Edwards Beltran,Consumer,An Cabhan,3,1,2,1,1,2
33231,DD-0022923,Griffin Budd,Corporate,Sligo,3,1,2,1,1,1
33232,ER-0022924,Cameron Packer,Consumer,Castlebar,3,3,3,3,2,1
33233,LL-0022925,Gibson Carroll,Consumer,Carrick on Shannon,2,1,1,1,1,1
33234,LY-0022926,Phillips Beeghly,Consumer,Tallaght,1,1,3,3,3,3
33235,AU-0022927,Jimenez Gastineau,Consumer,Nenagh,1,2,3,1,3,3
33236,ON-0022928,Small Olson,Consumer,Tralee,1,1,3,1,1,1
33237,TH-0022929,Kent Smith,Corporate,Galway,2,1,3,2,3,1
33238,ER-0022930,Wade Fritzler,Home Office,Lifford,2,1,3,2,3,1
33239,DY-0022931,Parks Grady,Corporate,Trim,1,3,2,3,1,2
33240,ON-0022932,Sellers Stevenson,Consumer,Clonmel,2,1,3,3,3,2
33241,KS-0022933,Delgado Hooks,Consumer,Tullamore,1,3,3,3,3,3
33242,K -0022934,Peck ,Consumer,Drogheda,2,1,2,1,3,2
33243,MI-0022935,Morse Taslimi,Corporate,Lifford,3,1,2,1,3,2
33244,ON-0022936,Stokes Knudson,Consumer,Tralee,2,3,1,2,1,1
33245,RE-0022937,Pacheco Sayre,Corporate,Tullamore,1,3,2,3,3,1
33246,LE-0022938,Romero Federle,Corporate,Nenagh,1,1,1,1,2,2
33247,AY-0022939,Wolf Murray,Corporate,Ennis,1,2,3,2,3,2
33248,ER-0022940,Nunez Lanier,Corporate,Dun Dealgan,1,2,3,2,1,1
33249,AN-0022941,Watson Bowman,Consumer,WexfordLongford,2,2,2,1,1,3
33250,RY-0022942,Salazar Henry,Consumer,Trim,1,3,2,2,3,2
33251,DY-0022943,Mccarthy Kennedy,Home Office,Dunleary,2,1,1,3,2,3
33252,IS-0022944,Humphrey Preis,Home Office,Dunleary,1,1,2,1,1,3
33253,ON-0022945,Becker Johnson,Consumer,Port Laoise,1,2,3,1,1,2
33254,LL-0022946,Giles Turnell,Consumer,Waterford,1,3,1,2,1,2
33255,YD-0022947,Moran Lloyd,Consumer,Dun Dealgan,3,3,3,3,1,2
33256,EY-0022948,Sanders Bradley,Home Office,Lifford,1,3,2,2,3,3
33257,ER-0022949,Golden Ritter,Consumer,Tullamore,3,2,1,1,1,1
33258,NG-0022950,Shaw Chung,Consumer,Ennis,2,1,2,2,2,1
33259,DE-0022951,Watts Gnade,Home Office,Waterford,3,2,3,1,3,1
33260,EY-0022952,Massey Marley,Corporate,An Cabhan,3,2,3,2,2,1
33261,ER-0022953,Russo Webber,Consumer,Carrick on Shannon,2,3,1,3,1,1
33262,ER-0022954,Blackburn Tyler,Corporate,Blackrock,1,1,3,1,3,1
33263,ON-0022955,Howell Eason,Consumer,Mullingar,2,2,2,3,3,1
33264,CK-0022956,Lawson Dilbeck,Consumer,Ennis,2,1,1,2,1,3
33265,EE-0022957,Norton Magee,Corporate,Monaghan,2,2,2,1,1,1
33266,AS-0022958,Weeks Thomas,Home Office,Waterford,3,2,2,3,3,2
33267,LE-0022959,George Engle,Home Office,Blackrock,3,3,3,3,2,2
33268,RI-0022960,Nixon Shariari,Consumer,Cork,3,3,1,1,3,2
33269,LS-0022961,Burnett Mills,Consumer,Wicklow,2,1,1,1,2,3
33270,DT-0022962,Wood Braunhardt,Home Office,Monaghan,3,3,1,2,1,1
33271,IN-0022963,Lloyd Martin,Consumer,Port Laoise,3,1,3,3,2,1
33272,NI-0022964,Blanchard Vittorini,Consumer,Naas,2,3,1,1,1,2
33273,LL-0022965,Bradshaw Swindell,Corporate,Dunleary,1,3,3,3,2,1
33274,EN-0022966,Miller Allen,Consumer,WexfordLongford,3,2,2,2,2,3
33275,LL-0022967,Mcdonald Carroll,Consumer,Naas,2,2,2,2,2,3
33276,BY-0022968,Bailey Bixby,Consumer,Carrick on Shannon,3,3,3,1,2,2
33277,ST-0022969,Bullock Prost,Consumer,Dublin,1,2,3,2,3,3
33278,NG-0022970,Mccall Smayling,Consumer,Nenagh,2,2,3,2,3,2
33279,EN-0022971,Kelly Braden,Corporate,Ennis,1,3,3,3,3,2
33280,DE-0022972,Allison Meade,Corporate,Tralee,1,1,2,1,1,3
33281,RN-0022973,Cook Bern,Consumer,Clonmel,1,1,3,1,1,2
33282,LE-0022974,Fisher Carlisle,Corporate,Monaghan,2,2,1,3,3,1
33283,UN-0022975,Woods Calhoun,Consumer,Ennis,2,2,3,2,2,3
33284,MI-0022976,Hurst Shami,Consumer,Nenagh,3,3,1,1,2,3
33285,SE-0022977,Blankenship Reese,Consumer,Galway,2,1,2,1,1,2
33286,ER-0022978,Richmond Wiediger,Home Office,Ros Comain,1,1,2,1,2,2
33287,ER-0022979,Cameron Packer,Consumer,Cork,3,2,2,1,3,2
33288,RY-0022980,Garrett Farry,Consumer,Carlow,2,3,1,2,3,1
33289,MS-0022981,Benson Harms,Corporate,Tallaght,1,3,1,1,3,3
33290,EL-0022982,Velasquez Staebel,Consumer,Drogheda,1,3,2,3,2,2
33291,DT-0022983,Lawrence Degenhardt,Corporate,Carrick on Shannon,2,1,2,1,2,3
33292,CK-0022984,Nicholson Murdock,Consumer,Ennis,3,3,3,1,3,3
33293,HT-0022985,William Ulpright,Corporate,Tullamore,2,1,2,2,1,3
33294,WN-0022986,Foster Brown,Corporate,Tallaght,2,2,2,2,1,2
33295,ON-0022987,Hendricks Wilson,Consumer,Limerick,2,2,1,1,2,3
33296,DE-0022988,Fletcher Gnade,Corporate,Carrick on Shannon,1,2,1,2,1,3
33297,WE-0022989,Gillespie Zewe,Consumer,Clonmel,2,1,3,2,3,2
33298,DT-0022990,Wood Braunhardt,Home Office,Dun Dealgan,3,3,3,1,3,1
33299,NI-0022991,Arnold Crestani,Consumer,Castlebar,3,3,2,1,3,3
33300,EN-0022992,Ramsey Hansen,Consumer,Tullamore,3,2,1,3,1,1
33301,ON-0022993,Berry Creighton,Consumer,Tralee,1,3,2,3,2,3
33302,OM-0022994,Mcconnell Tom,Consumer,Tallaght,3,1,2,3,1,2
33303,RI-0022995,Ayala Molinari,Consumer,Blackrock,1,3,3,2,2,3
33304,EN-0022996,Skinner Nguyen,Corporate,Dublin,2,2,1,2,2,3
33305,ER-0022997,Curtis Fuller,Consumer,Tralee,2,2,1,1,3,2
33306,BS-0022998,Joseph Jacobs,Home Office,Mullingar,1,2,2,3,2,2
33307,TE-0022999,Jackson Applegate,Corporate,WexfordLongford,1,2,3,2,2,2
33308,NO-0023000,Solis Trevino,Corporate,Limerick,2,1,3,3,1,1
33309,RS-0023001,Mercado Stivers,Consumer,Mullingar,1,1,3,1,3,3
33310,NG-0023002,Caldwell Galang,Corporate,Port Laoise,1,1,2,1,1,1
33311,LL-0023003,Freeman Castell,Corporate,Tallaght,2,2,2,2,1,3
33312,NY-0023004,Knight Company,Home Office,Naas,2,3,1,3,1,2
33313,CH-0023005,Meyer Ducich,Home Office,Sligo,3,1,2,2,2,2
33314,RD-0023006,Ballard Latchford,Consumer,Blackrock,1,3,2,3,2,2
33315,RS-0023007,Cline Powers,Home Office,Galway,2,2,1,3,3,2
33316,WN-0023008,Foster Brown,Corporate,Port Laoise,3,1,2,3,3,2
33317,NG-0023009,Burns Chung,Consumer,Mullingar,2,2,1,2,3,2
33318,ON-0023010,Nash Melton,Home Office,Clonmel,3,3,3,2,2,2
33319,ON-0023011,House Stevenson,Home Office,An Cabhan,1,3,2,3,2,3
33320,TH-0023012,Luna Mcmath,Corporate,Waterford,2,2,1,2,2,2
33321,IN-0023013,Guzman Haberlin,Consumer,Blackrock,1,1,3,2,2,2
33322,LO-0023014,Sanford Zydlo,Corporate,Tullamore,2,3,3,3,3,1
33323,PO-0023015,Gallagher Ocampo,Corporate,Limerick,1,2,3,3,3,2
33324,LL-0023016,Oneal Norvell,Consumer,Carlow,1,3,1,1,3,2
33325,NS-0023017,Palmer Collins,Consumer,Limerick,1,3,3,2,1,3
33326,AY-0023018,Wolf Murray,Corporate,Limerick,3,3,3,3,2,1
33327,AY-0023019,Melton Ordway,Corporate,Cork,2,3,2,3,3,1
33328,TT-0023020,Duran Prescott,Consumer,Port Laoise,2,3,3,1,1,2
33329,CK-0023021,Maynard Selesnick,Corporate,Sligo,2,1,3,2,3,3
33330,RY-0023022,Randall Murry,Corporate,Monaghan,3,1,1,1,2,1
33331,DT-0023023,Lawrence Degenhardt,Corporate,Blackrock,3,3,3,1,2,2
33332,RN-0023024,Rogers Bern,Corporate,Mullingar,1,3,3,2,3,2
33333,RE-0023025,Wong Macintyre,Consumer,Naas,1,3,2,3,1,1
33334,TH-0023026,Lara Smith,Consumer,Mullingar,3,3,1,3,2,1
33335,ER-0023027,Richmond Wiediger,Home Office,Ros Comain,1,2,1,3,3,2
33336,RD-0023028,Bell Bickford,Consumer,Dublin,1,1,3,2,3,2
33337,RG-0023029,Sloan Shillingsburg,Corporate,Waterford,2,2,3,2,3,2
33338,NI-0023030,Arnold Crestani,Consumer,Carlow,3,3,2,1,1,2
33339,RN-0023031,Bentley Zypern,Consumer,Carrick on Shannon,3,2,3,1,3,1
33340,ER-0023032,Mendoza Fisher,Consumer,Carlow,1,3,2,2,1,1
33341,ST-0023033,Bullock Prost,Consumer,Port Laoise,3,3,1,2,1,2
33342,ON-0023034,Daniel Harton,Corporate,Tullamore,1,2,1,3,2,2
33343,ON-0023035,Rowe Jackson,Corporate,Waterford,2,1,2,1,1,3
33344,ON-0023036,Collier Mcmahon,Consumer,Galway,2,3,2,3,1,3
33345,ER-0023037,Morin Zettner,Consumer,Ros Comain,3,1,2,1,2,1
33346,CK-0023038,Maynard Selesnick,Corporate,Clonmel,2,1,3,2,1,1
33347,ON-0023039,Hall Atkinson,Consumer,Limerick,1,1,2,3,2,2
33348,NT-0023040,Heath O'Briant,Home Office,Dun Dealgan,2,3,2,3,1,2
33349,NG-0023041,English Schnelling,Consumer,Tullamore,3,1,3,2,2,1
33350,AS-0023042,Weeks Thomas,Home Office,Dublin,1,1,3,1,2,2
33351,PO-0023043,Graham Cacioppo,Home Office,Tullamore,2,2,2,1,2,1
33352,CK-0023044,Barnett Garverick,Home Office,Clonmel,1,1,2,2,2,3
33353,ST-0023045,Chan West,Home Office,Dun Dealgan,1,2,1,2,1,3
33354,AN-0023046,Allen Ausman,Corporate,Port Laoise,2,1,1,3,1,3
33355,RT-0023047,Noble Stewart,Consumer,Tralee,3,3,1,3,2,1
33356,ER-0023048,Day Ferrer,Home Office,Mullingar,2,3,1,3,1,3
33357,LD-0023049,Obrien Geld,Corporate,Naas,3,2,3,3,2,1
33358,NE-0023050,Lyons Hane,Corporate,Waterford,1,2,1,1,1,2
33359,EY-0023051,Wallace Caffey,Corporate,Naas,3,2,2,1,3,1
33360,ON-0023052,Frost Tron,Consumer,Mullingar,1,1,2,2,2,1
33361,RE-0023053,Pacheco Sayre,Corporate,Galway,1,3,2,2,1,1
33362,GS-0023054,Herman Triggs,Consumer,Ros Comain,1,2,1,2,1,2
33363,EL-0023055,Ellis Carmichael,Consumer,Port Laoise,1,1,3,3,3,3
33364,IZ-0023056,Alvarado Kriz,Home Office,Lifford,2,3,3,1,1,3
33365,LD-0023057,Bowman Fjeld,Consumer,Wicklow,3,3,2,3,2,2
33366,NG-0023058,Hickman Schnelling,Consumer,Galway,1,3,2,3,1,2
33367,IG-0023059,Logan Ludwig,Consumer,Dublin,1,2,1,2,2,2
33368,LL-0023060,Mathews O'Donnell,Corporate,Carlow,1,2,2,2,1,3
33369,VA-0023061,Hammond Kamberova,Consumer,Ennis,2,3,2,1,1,2
33370,SO-0023062,Mitchell Barroso,Corporate,WexfordLongford,3,2,3,3,3,1
33371,ON-0023063,Oconnor Nelson,Consumer,Clonmel,2,1,1,2,1,3
33372,IZ-0023064,Gill Kriz,Consumer,Clonmel,2,3,3,1,3,2
33373,IS-0023065,Navarro Preis,Consumer,Trim,3,3,1,2,3,2
33374,ER-0023066,Cummings Haushalter,Consumer,Tullamore,3,2,1,1,1,1
33375,WN-0023067,Foster Brown,Corporate,Mullingar,1,1,1,1,1,3
33376,AN-0023068,Johnson Abelman,Corporate,Kilkenny,3,2,3,2,1,3
33377,ND-0023069,Cross Hildebrand,Consumer,Trim,2,2,3,1,2,2
33378,ON-0023070,Christensen Lebron,Consumer,Castlebar,2,3,2,3,2,1
33379,ES-0023071,Hodges Jones,Consumer,Nenagh,2,3,3,1,3,1
33380,DS-0023072,Dixon Childs,Corporate,Blackrock,1,1,3,2,3,1
33381,RS-0023073,Hernandez Badders,Home Office,WexfordLongford,2,1,3,2,3,3
33382,AN-0023074,Smith Abelman,Consumer,Carlow,3,2,3,1,1,2
33383,WN-0023075,Simmons Brown,Corporate,Ennis,3,3,2,3,3,1
33384,RT-0023076,Mclean Sievert,Consumer,Carlow,2,3,2,3,1,3
33385,RD-0023077,Bell Bickford,Consumer,Waterford,2,1,1,3,3,2
33386,ER-0023078,Strong Schoenberger,Corporate,Kilkenny,2,1,3,2,2,3
33387,ER-0023079,Conley Miller,Home Office,Clonmel,2,2,2,1,2,3
33388,AY-0023080,Lowe Gannaway,Corporate,Dublin,1,3,1,2,3,2
33389,CE-0023081,Mendez Grace,Corporate,Waterford,3,1,1,2,3,3
33390,RE-0023082,Mckenzie Mcguire,Consumer,Clonmel,1,3,1,1,1,3
33391,CK-0023083,Abbott Mackendrick,Corporate,Wicklow,3,2,3,2,1,1
33392,ON-0023084,Mccoy Duston,Home Office,Dunleary,1,1,3,2,2,3
33393,AN-0023085,Watson Bowman,Consumer,Carlow,2,1,1,3,2,2
33394,LE-0023086,Romero Federle,Corporate,Lifford,3,2,2,1,3,2
33395,ON-0023087,Quinn Karlsson,Consumer,Blackrock,1,1,3,3,1,1
33396,RD-0023088,Dalton Radford,Consumer,Galway,2,3,2,1,2,2
33397,RS-0023089,Maddox Watters,Consumer,Castlebar,3,1,2,3,1,3
33398,ES-0023090,Adkins Jones,Consumer,Sligo,2,3,3,2,3,1
33399,NN-0023091,Moss Hoffmann,Consumer,Monaghan,1,3,1,3,1,2
33400,EN-0023092,Schneider Hansen,Corporate,Nenagh,2,3,3,1,3,1
33401,KI-0023093,Garner Hirasaki,Consumer,Ennis,2,3,2,3,3,3
33402,ER-0023094,Marks Schneider,Home Office,Wicklow,3,2,1,2,1,3
33403,IN-0023095,Barker Haberlin,Corporate,Waterford,1,1,1,1,3,1
33404,ER-0023096,Best Venier,Consumer,Ros Comain,3,1,2,3,2,3
33405,ER-0023097,Elliott Deggeller,Consumer,Drogheda,2,3,3,3,3,2
33406,ON-0023098,Small Olson,Consumer,Sligo,3,1,2,2,2,3
33407,KI-0023099,Fitzgerald Klamczynski,Corporate,Mullingar,3,3,3,3,2,3
33408,CH-0023100,Bates Gockenbach,Consumer,Clonmel,2,1,2,1,1,3
33409,CE-0023101,Hunter Chance,Consumer,Carlow,1,2,2,2,1,2
33410,LE-0023102,Roy Lonsdale,Corporate,Sligo,3,1,1,1,2,3
33411,KS-0023103,Mosley Parks,Consumer,Swords,1,3,3,1,1,3
33412,EY-0023104,Ruiz Darley,Corporate,Limerick,2,1,2,2,3,3
33413,NG-0023105,Mccall Smayling,Consumer,Clonmel,2,2,1,3,2,1
33414,ND-0023106,Eaton Pond,Home Office,Galway,1,2,2,2,2,2
33415,LY-0023107,Hart Daly,Consumer,WexfordLongford,2,2,3,2,1,2
33416,RE-0023108,Mckenzie Mcguire,Consumer,Trim,2,2,2,1,2,3
33417,TH-0023109,Ayers Smith,Home Office,Carlow,3,1,2,2,3,3
33418,TO-0023110,Estes Takahito,Consumer,Blackrock,3,3,3,3,3,2
33419,AR-0023111,Bishop Dunbar,Home Office,Kilkenny,3,1,3,3,2,1
33420,LD-0023112,Bryant Brumfield,Consumer,Carlow,1,2,3,3,1,3
33421,RI-0023113,Ayala Molinari,Consumer,Ros Comain,1,1,1,3,3,1
33422,TH-0023114,Hogan Mcgrath,Home Office,Castlebar,1,1,3,3,3,3
33423,NI-0023115,Nolan Vittorini,Corporate,Mullingar,3,2,2,3,3,3
33424,NI-0023116,Arnold Crestani,Consumer,Ennis,1,2,3,1,1,2
33425,CK-0023117,Sparks Mackendrick,Home Office,Port Laoise,3,2,3,3,2,3
33426,NT-0023118,Pugh Swint,Home Office,Nenagh,1,3,2,3,1,1
33427,EN-0023119,Rice Clasen,Consumer,Tullamore,2,1,3,3,3,3
33428,TZ-0023120,Rodriquez Glantz,Corporate,Swords,1,2,2,2,1,1
33429,EL-0023121,Ellis Carmichael,Consumer,Trim,2,2,3,1,3,3
33430,AY-0023122,Weber Halladay,Consumer,Tullamore,2,3,1,3,3,2
33431,LE-0023123,Reynolds Carlisle,Consumer,Waterford,2,2,3,2,3,2
33432,RD-0023124,Wright Baird,Consumer,An Cabhan,3,3,3,3,2,2
33433,NN-0023125,Morris Bergmann,Corporate,Lifford,2,1,1,2,2,1
33434,EN-0023126,Koch Vanderzanden,Home Office,Carrick on Shannon,3,3,1,3,3,1
33435,AU-0023127,Horton Gastineau,Consumer,Naas,3,3,2,2,3,2
33436,DY-0023128,Mccarthy Kennedy,Home Office,Trim,2,3,2,2,1,2
33437,ER-0023129,Long Breyer,Consumer,Port Laoise,1,1,1,1,3,3
33438,ON-0023130,Hall Atkinson,Consumer,Cork,2,2,1,2,3,3
33439,SE-0023131,Willis Crouse,Home Office,Dun Dealgan,1,2,1,3,1,2
33440,IC-0023132,Fuentes Zic,Consumer,Lifford,3,1,2,1,3,2
33441,GA-0023133,Stephens Crebagga,Consumer,Ros Comain,1,2,1,3,2,3
33442,TT-0023134,Hutchinson Prescott,Corporate,Sligo,2,1,1,3,2,2
33443,NG-0023135,Mccall Smayling,Consumer,Blackrock,3,2,1,1,3,1
33444,ER-0023136,Terry Frazer,Corporate,Tallaght,3,2,2,2,1,3
33445,TY-0023137,Gutierrez Doherty,Home Office,Kilkenny,3,3,3,1,2,2
33446,EL-0023138,Ellis Carmichael,Consumer,Ennis,2,1,2,3,3,3
33447,LD-0023139,White Armold,Consumer,Tallaght,2,3,2,1,1,1
33448,LL-0023140,Wells Castell,Consumer,Tallaght,2,1,1,1,3,1
33449,RT-0023141,Noble Stewart,Consumer,Dublin,2,3,3,1,1,2
33450,ON-0023142,Quinn Karlsson,Consumer,Blackrock,1,3,3,1,3,2
33451,ER-0023143,Hardy Greer,Corporate,Port Laoise,2,3,1,2,2,2
33452,EY-0023144,Greene Decherney,Consumer,Blackrock,1,3,1,3,2,1
33453,EN-0023145,Kelly Braden,Corporate,Kilkenny,2,3,2,3,2,2
33454,EN-0023146,Sexton Sorensen,Consumer,Carrick on Shannon,2,1,2,1,2,1
33455,AK-0023147,Wyatt Pak,Home Office,Kilkenny,2,1,3,2,1,1
33456,ON-0023148,Collier Mcmahon,Consumer,Port Laoise,3,2,2,1,3,1
33457,RN-0023149,Bentley Zypern,Consumer,Castlebar,1,3,1,1,3,2
33458,LL-0023150,Cochran Mitchell,Corporate,Dun Dealgan,1,2,1,1,3,2
33459,RY-0023151,Randall Murry,Corporate,Kilkenny,3,2,2,3,1,3
33460,UN-0023152,Woods Calhoun,Consumer,Naas,3,1,2,1,2,3
33461,AN-0023153,Hughes Brockman,Consumer,Carlow,3,3,2,1,2,3
33462,ON-0023154,Buchanan Liston,Consumer,Tallaght,1,1,2,3,3,3
33463,NG-0023155,Charles Norling,Consumer,Ennis,3,2,2,1,2,1
33464,AY-0023156,Weber Halladay,Consumer,Galway,1,1,1,2,3,3
33465,ER-0023157,Pruitt Reiter,Consumer,Wicklow,2,2,3,2,3,2
33466,AN-0023158,Sharp Harrigan,Consumer,Trim,2,3,3,2,3,1
33467,ER-0023159,Long Breyer,Consumer,Carlow,1,2,3,1,1,1
33468,ON-0023160,Franklin Dickinson,Consumer,WexfordLongford,3,1,1,1,1,1
33469,AS-0023161,Holloway Lucas,Consumer,Swords,3,2,2,2,2,1
33470,SA-0023162,Tillman Zrebassa,Corporate,Ennis,2,1,3,2,2,1
33471,MI-0023163,Morse Taslimi,Corporate,Blackrock,1,3,3,2,2,1
33472,EN-0023164,Ware Nguyen,Corporate,Limerick,3,1,1,1,1,3
33473,ER-0023165,Pitts Miller,Consumer,Nenagh,3,1,3,1,1,1
33474,ON-0023166,Jensen Foulston,Home Office,Lifford,1,1,3,1,1,1
33475,LL-0023167,Oneal Norvell,Consumer,Tralee,1,2,3,2,1,2
33476,ON-0023168,Quinn Karlsson,Consumer,Ennis,1,3,2,3,3,3
33477,EN-0023169,Wolfe Hansen,Consumer,Drogheda,2,1,3,2,3,2
33478,AY-0023170,Morrow Murray,Home Office,Trim,1,3,2,2,1,1
33479,LL-0023171,Gibson Carroll,Consumer,Ros Comain,1,1,1,3,2,1
33480,KY-0023172,Donaldson Zandusky,Consumer,Tullamore,1,2,1,3,3,2
33481,TT-0023173,Hutchinson Prescott,Corporate,Blackrock,1,1,3,1,1,1
33482,BS-0023174,Swanson Jacobs,Consumer,Dunleary,1,3,3,3,2,1
33483,DE-0023175,Allison Meade,Corporate,Tralee,3,2,2,1,3,2
33484,LD-0023176,Bowman Fjeld,Consumer,Naas,3,2,2,1,2,1
33485,ND-0023177,Bryan Mcfarland,Consumer,Mullingar,3,1,1,2,2,1
33486,IN-0023178,Barker Haberlin,Corporate,Trim,3,3,1,3,1,2
33487,RA-0023179,Santos Herrera,Consumer,Dublin,3,1,2,2,3,2
33488,RS-0023180,Maddox Watters,Consumer,Carrick on Shannon,2,3,3,3,2,1
33489,MS-0023181,Benson Harms,Corporate,Lifford,3,3,1,3,2,2
33490,TY-0023182,Decker Satty,Consumer,Clonmel,2,2,1,2,2,3
33491,ON-0023183,Nguyen Emerson,Consumer,Nenagh,2,1,3,2,1,2
33492,NS-0023184,Daniels Collins,Corporate,Waterford,2,3,2,2,3,2
33493,AN-0023185,Gay Willman,Consumer,Cork,2,3,1,2,1,2
33494,RD-0023186,Dalton Radford,Consumer,Castlebar,3,2,2,2,2,2
33495,WD-0023187,Montgomery Dowd,Consumer,Nenagh,3,2,2,3,3,1
33496,LE-0023188,Jordan Carlisle,Corporate,Kilkenny,1,1,2,2,2,2
33497,AN-0023189,Blevins Thurman,Consumer,Carlow,3,1,1,3,3,1
33498,RD-0023190,Dalton Radford,Consumer,Cork,2,1,1,3,3,1
33499,NG-0023191,Potter Irving,Home Office,Tralee,3,3,1,1,2,3
33500,BS-0023192,Patton Jacobs,Consumer,Wicklow,3,1,2,3,2,1
33501,AB-0023193,Mcintyre Yedwab,Home Office,Waterford,2,1,3,1,2,3
33502,CH-0023194,Moses Rittenbach,Consumer,Blackrock,1,1,2,3,1,2
